phases,pareto_magpie_mat2vec,anion radii diff %,cation radii diff %,cation charge diff,distance from LSSI,distance from LSGSI,Predicted_Order?
Li Ge S Br N,102,37.9,,,5.2,0.8,True
K Li Zn Te O,102,64.3,72.7,1.0,15.6,17.8,False
Ba Li Gd Te O,102,64.3,38.6,1.0,24.6,26.6,False
Li V In Te S,102,21.8,20.9,2.0,10.0,8.0,False
Li Mg V Se Br,102,1.1,10.6,3.0,10.8,8.8,False
Ba Li Te Br N,102,56.8,,,12.6,15.2,False
Ba Li Mo S F,102,42.9,92.3,4.0,18.4,20.4,False
Li Ga Sn N Cl,102,26.5,9.2,1.0,7.9,3.4,False
Li Sc Ga Cl O,102,32.5,16.4,0.0,10.3,9.0,True
Li Ca B Se N,102,39.4,178.0,1.0,14.2,16.2,True
Li Mg Ti N F,102,10.9,1.0,2.0,12.9,11.2,False
Li La Si S F,102,42.9,117.0,1.0,10.8,11.0,False
Li Zn Si Te Br,102,13.7,63.0,2.0,6.6,2.6,False
Li Mg Sb Te O,102,64.3,3.6,1.0,6.9,4.2,False
Ba Li Ta S N,102,28.8,81.7,3.0,20.8,22.8,False
Li Zr S I F,102,73.1,,,9.4,10.4,True
Sr Li Te Cl O,102,64.3,,,12.4,16.2,True
Li Zn W Cl O,102,32.5,14.8,4.0,10.4,8.2,False
Li Mg Ga S Cl,102,1.8,13.2,1.0,7.7,3.8,False
Li Ti B Te Cl,102,24.0,107.7,1.0,9.1,7.6,False
Li Zn B Te F,102,73.9,114.6,1.0,7.0,3.2,True
Li Y Se Br O,102,46.0,,,11.6,15.0,True
Li Mg V Br Cl,102,9.0,10.6,3.0,11.3,9.6,False
Li Gd Se Cl O,102,46.0,,,11.3,14.2,True
Li Si Sb N F,102,10.9,53.7,1.0,6.5,2.4,False
Ba Li La S N,102,28.8,27.1,1.0,24.8,26.8,False
Li Zr Se I O,102,63.5,,,8.6,9.2,True
K Li Si Cl F,102,40.3,181.5,3.0,13.9,16.4,True
Li Zr Sb Cl F,102,40.3,3.6,1.0,9.8,9.8,True
K Li P Br N,102,37.9,176.4,4.0,14.2,17.0,True
Li Y Si N F,102,10.9,92.6,1.0,13.5,14.8,True
Li Sc P S F,102,42.9,60.9,2.0,9.2,8.6,False
Li Ca W N F,102,10.9,48.7,4.0,19.6,21.4,True
Ba Li S Cl F,102,42.9,,,13.3,17.8,True
Li In Si Se F,102,54.6,74.1,1.0,6.2,1.6,False
Li Y Nb S O,102,34.9,26.8,2.0,18.1,19.4,False
Sr Li P Br F,102,52.9,140.0,3.0,13.0,16.0,True
Li Ti Te S Br,102,21.8,,,8.5,8.6,False
Sr Li Ga S Cl,102,1.8,73.7,1.0,13.5,15.4,False
Li B Mo Se S,102,8.2,89.0,3.0,8.6,6.6,True
Li Zr Ga I O,102,63.5,13.2,1.0,9.8,8.4,False
Li Zr Br N F,102,52.9,,,9.6,9.0,True
Li V Sb Br Cl,102,9.0,6.8,2.0,8.9,8.4,False
Li Zr Br N F,102,52.9,,,9.6,9.0,True
Li Mg In Se Cl,102,10.2,9.3,1.0,7.7,3.8,False
Ba Li Ta S F,102,42.9,81.7,3.0,19.2,21.2,False
Li V Si Se Cl,102,10.2,44.0,1.0,8.6,6.6,False
K Li Te Se Cl,102,24.0,,,13.2,17.2,False
Sr Li B I O,102,63.5,222.0,1.0,12.0,14.2,True
Li Si Sb I Cl,103,23.4,53.7,1.0,5.6,2.4,False
Li Ca Mo Cl O,103,32.5,47.1,4.0,18.1,20.0,False
Li Al Mo Se N,103,39.4,14.8,3.0,11.6,9.4,False
Ba Li Ti Te Cl,103,24.0,75.0,2.0,19.6,21.6,False
Ba Li Ti Te Cl,103,24.0,75.0,2.0,19.6,21.6,False
Li Ti Ge Se Cl,103,10.2,10.6,0.0,9.1,7.4,False
Ba Li Sn Se F,103,54.6,79.5,2.0,13.2,15.2,False
Sr Li P Se Cl,103,10.2,140.0,3.0,12.5,15.2,False
Li Gd Y Cl O,103,32.5,3.4,0.0,23.6,25.0,False
Li Ga Te Se N,103,56.8,,,6.7,2.8,False
Li Sb Te N O,103,64.3,,,6.3,2.8,True
Ba Li Sn Se F,103,54.6,79.5,2.0,13.2,15.2,False
Li Ga Te Mo O,103,64.3,2.0,3.0,9.8,7.6,False
Li Nb Al S Cl,103,1.8,21.5,2.0,9.9,8.0,False
Li Ca Mg S Br,103,7.1,32.6,0.0,14.4,16.2,False
Cs Li Se Br O,103,46.0,,,13.3,17.6,True
Li Te Mo S F,103,73.9,,,8.4,8.0,True
Li Te Mo S Br,103,21.8,,,8.0,7.6,False
Li Mo P S F,103,42.9,40.9,1.0,8.4,7.0,True
Ba Li Sb Br N,103,37.9,79.5,1.0,13.2,15.8,False
Li Gd Sn Cl O,103,32.5,29.5,1.0,11.7,12.6,False
Ba Li Sb Te S,103,21.8,79.5,1.0,13.0,16.2,False
Ba Li Mo Se S,103,8.2,92.3,4.0,18.6,20.6,False
Li Zn Te P S,103,21.8,60.0,3.0,7.0,3.8,False
K Ba Li S F,103,42.9,2.0,1.0,27.4,29.6,False
Li V Mo S Cl,103,1.8,0.3,1.0,14.2,12.2,False
Li Mg Sc O F,103,5.9,2.9,1.0,11.7,10.4,False
Li Ca Se Br N,103,39.4,,,12.2,14.6,False
Cs Li W S O,103,34.9,136.1,5.0,19.0,21.2,False
Ba Li Zr Se Cl,103,10.2,73.3,2.0,19.8,21.8,False
Li Y Ti Cl F,103,40.3,22.1,1.0,19.4,21.0,False
Li Y In Se S,103,8.2,10.6,0.0,13.1,14.4,False
Li Sn Te I O,103,64.3,,,5.2,2.2,True
Li Ca S Cl F,103,42.9,,,13.1,17.4,False
Li In W N Cl,103,26.5,22.6,3.0,10.7,8.4,False
Li Te W Cl O,103,64.3,,,8.2,7.8,False
Li Sc Mo Cl O,103,32.5,14.2,3.0,14.9,13.6,False
Li Si Mo Se O,103,46.0,43.5,2.0,8.4,6.2,False
Li Si Te P N,103,56.8,1.9,1.0,7.3,3.2,False
Li In Ge Te Se,103,12.5,22.1,1.0,6.8,2.2,False
Ba Li Te P I,103,0.5,170.9,3.0,12.4,15.2,False
Li Si Sn I Br,103,13.2,53.7,0.0,5.6,1.0,False
Li Sn W Cl O,103,32.5,8.3,2.0,8.6,6.4,True
Sr Li In N Cl,103,26.5,40.4,1.0,14.9,16.8,True
Li Zn Sn Br F,103,52.9,6.0,2.0,7.5,3.8,True
Li Sc In S Cl,103,1.8,6.2,0.0,10.0,8.6,False
Li Zn Sn S O,103,34.9,6.0,2.0,6.8,2.8,True
Li Zr Ge S F,103,42.9,11.7,0.0,9.3,7.8,False
Li Ca Y Te O,103,64.3,9.6,1.0,25.4,27.2,False
Li V B Se F,103,54.6,89.6,2.0,8.8,7.0,True
Cs Li Mg Te O,103,64.3,110.5,1.0,16.2,18.4,False
K Ba Li O F,103,5.9,2.0,1.0,27.5,29.8,False
Li B S I N,103,56.1,,,5.1,1.0,True
Li La W O F,103,5.9,52.9,3.0,16.5,16.8,False
Sr Li Ge Se S,103,8.2,71.4,2.0,12.9,14.8,False
Li Si B Se I,104,12.0,31.7,1.0,5.1,0.6,False
Li Zr Sb Br O,104,44.4,3.6,1.0,8.8,8.6,True
Li Si Ge Br N,104,37.9,42.6,0.0,6.8,1.8,False
K Li Sn N F,104,10.9,83.1,3.0,15.2,17.4,True
Li V P Se S,104,8.2,41.4,0.0,8.8,7.6,False
Li Gd Zn N O,104,4.8,22.2,1.0,15.0,15.8,False
Li Nb Te P Cl,104,24.0,49.1,0.0,8.9,7.8,False
Li Gd Si S O,104,34.9,99.1,1.0,11.2,12.0,False
Li Zn Se I N,104,56.1,,,6.2,2.8,True
Ba Li Sb Se S,104,8.2,79.5,1.0,12.8,16.0,False
Ba Li Sb Se S,104,8.2,79.5,1.0,12.8,16.0,False
Li La Zr Br O,104,44.4,36.3,1.0,17.7,18.0,False
Li Al Mo Se Cl,104,10.2,14.8,3.0,9.8,7.6,False
Ba Li Si Te Br,104,13.7,175.9,2.0,12.6,14.6,False
Li Zr Te P Cl,104,24.0,56.4,1.0,9.3,8.6,False
K Li Zn Br N,104,37.9,72.7,1.0,16.6,18.8,True
Li Sb Mo S F,104,42.9,7.1,3.0,8.4,7.4,False
Li Si Sn Se I,104,12.0,53.7,0.0,5.3,0.4,False
Li Zr Sn O F,104,5.9,3.6,0.0,9.6,8.2,True
Li Sn Te Br F,104,73.9,,,6.2,3.4,True
Ba Li Te Se N,104,56.8,,,13.2,15.8,False
Li Nb Sb N O,104,4.8,1.2,2.0,9.5,8.2,False
Li Mg Ga Te N,104,56.8,13.2,1.0,9.9,6.0,False
Li Nb Al Cl O,104,32.5,21.5,2.0,10.0,8.2,False
Li In Sb Se Cl,104,10.2,13.3,0.0,6.0,2.6,True
Li Ga Si Te I,104,0.5,40.7,1.0,5.9,1.4,False
Li W S Br F,104,52.9,,,8.8,9.0,True
Li Y Ti N O,104,4.8,22.1,1.0,20.1,21.4,False
Li Zr Ti N O,104,4.8,1.0,0.0,17.3,15.8,False
Li Al Sn Cl F,104,40.3,23.0,1.0,7.3,3.2,True
Li Zn Ga Se Br,104,1.1,15.8,1.0,7.6,3.6,False
Li Ca Sn Te F,104,73.9,37.3,2.0,13.2,15.0,False
Li Zr Al Se Br,104,1.1,27.4,1.0,10.3,8.8,False
Li Sb Se S O,104,46.0,,,6.5,3.8,False
Li Ta Al Se O,104,46.0,21.5,2.0,10.2,8.4,False
Li Y P Br N,104,37.9,89.1,2.0,12.9,14.8,False
Li Gd B S O,104,34.9,162.2,0.0,11.2,12.2,False
Cs Li S N F,104,42.9,,,13.6,16.4,True
Ba Li Te P Se,104,12.5,170.9,3.0,13.2,16.0,False
Li Zn In Br N,104,37.9,6.8,1.0,8.8,4.8,False
Li Si Sb Te Br,104,13.7,53.7,1.0,5.5,2.0,False
Li Sc Al N F,104,10.9,31.1,0.0,12.2,10.8,False
K Li Y Se O,104,46.0,46.2,2.0,26.0,28.2,False
Li V Si I Cl,104,23.4,44.0,1.0,8.7,7.0,False
Ba Li Sn Te Cl,104,24.0,79.5,2.0,13.2,15.2,False
Li Nb Te N O,104,64.3,,,8.9,7.6,True
Li Ga Mo Se O,105,46.0,2.0,3.0,9.6,7.4,False
Li Sn Te P F,105,73.9,50.9,1.0,6.1,2.0,False
K Li Al Te Cl,105,24.0,125.2,2.0,14.8,17.0,False
Li Ti Sn N O,105,4.8,2.6,0.0,10.7,9.0,False
Li Si Ge Se F,105,54.6,42.6,0.0,5.8,0.8,False
Cs Li Sb S Cl,105,1.8,118.1,2.0,13.4,16.8,False
Li Al W Se Cl,105,10.2,13.6,3.0,9.7,7.4,False
Cs Li Ta Cl O,105,32.5,120.7,4.0,20.1,22.4,True
K Sr Li N Cl,105,26.5,15.2,1.0,28.6,30.8,False
Li Ga Te Se Br,105,13.7,,,5.9,3.2,False
Li Ta I N O,105,63.5,,,8.3,7.2,True
Li Ti Sb S F,105,42.9,2.6,1.0,8.9,8.4,False
Li Te Mo S N,105,56.8,,,8.8,7.2,True
Li Ge Te Mo S,105,21.8,0.6,2.0,9.0,6.8,False
Li La W S O,105,34.9,52.9,3.0,16.2,16.4,False
Li Zr Se S I,105,21.2,,,8.5,9.0,False
Li Sc B Br O,105,44.4,115.9,0.0,8.9,7.8,True
Li Ti Mo S F,105,42.9,9.9,2.0,14.7,13.0,False
Li Te Mo P S,105,21.8,40.9,1.0,8.8,7.4,False
Li Nb P I O,105,63.5,49.1,0.0,8.2,7.2,True
Li Ga Sn Se N,105,39.4,9.2,1.0,8.3,3.8,False
Li In Sb Br N,105,37.9,13.3,0.0,6.6,2.6,True
Li In Te Br N,105,56.8,,,6.0,2.0,True
Li Mg Sc S O,105,34.9,2.9,1.0,11.4,10.0,False
Li Mg Sc S O,105,34.9,2.9,1.0,11.4,10.0,False
Li La In N O,105,4.8,24.7,0.0,13.2,13.4,False
Li Sb Mo S Br,105,7.1,7.1,3.0,8.0,7.0,False
Li Y S I N,105,56.1,,,11.3,13.2,False
Li Zn Te N O,105,64.3,,,6.8,3.4,True
Li La Zn I O,105,63.5,33.2,1.0,12.5,12.8,False
Li Mg Sb Se O,105,46.0,3.6,1.0,6.7,4.0,False
Li Y Sb S Cl,105,1.8,25.3,0.0,11.7,14.2,False
Ba Li B N O,105,4.8,263.4,1.0,14.0,16.2,True
Ba Li Al Te Se,105,12.5,120.7,1.0,14.6,16.6,False
Li Ti W O F,105,5.9,11.1,2.0,14.6,13.0,False
Li Ta B S Cl,105,1.8,100.0,2.0,8.6,7.0,False
Li Zn In Se Br,105,1.1,6.8,1.0,7.4,3.4,False
Li V Se Br F,105,54.6,,,9.1,9.4,True
Li Al V Te F,105,73.9,15.2,2.0,10.4,8.4,False
Li Y In S Br,105,7.1,10.6,0.0,12.5,13.8,False
Sr Li B S Br,105,7.1,222.0,1.0,12.1,14.2,False
Li La In S N,105,28.8,24.7,0.0,13.4,13.6,False
Li La Ta Cl O,105,32.5,42.9,2.0,17.3,17.6,False
Li V S I F,105,73.1,,,8.9,9.4,True
Cs Li N O F,105,10.9,,,13.7,16.6,True
Li Ti B Te S,105,21.8,107.7,1.0,9.3,7.8,False
Li La Mg Te O,105,64.3,36.3,1.0,13.4,13.6,False
Li Y Ti N Cl,105,26.5,22.1,1.0,20.1,21.4,False
Sr Li I Br O,105,63.5,,,12.6,17.0,True
Li Mg Zn Te Br,105,13.7,2.3,0.0,8.9,5.0,False
Li Ca Ti Te S,105,21.8,33.9,2.0,19.6,21.4,False
Li Zr Si Br N,105,37.9,59.3,0.0,10.3,8.8,False
Li Sc Ge S Cl,105,1.8,14.9,1.0,9.2,7.8,False
Li Ca Y Se Cl,105,10.2,9.6,1.0,25.2,27.0,False
Li Sc Ge N O,105,4.8,14.9,1.0,10.8,9.4,True
Li Si Te Se S,105,21.8,,,5.7,2.8,False
Li Nb Sn Br O,106,44.4,1.2,1.0,8.8,7.0,False
Li Sb Mo S N,106,28.8,7.1,3.0,9.4,7.8,True
Li Mg Si I Cl,106,23.4,59.3,2.0,6.8,3.2,False
Li Zn Te S O,106,64.3,,,6.4,4.2,True
Li Zr Zn S F,106,42.9,2.3,2.0,11.3,9.8,False
Rb Li Al Cl O,106,32.5,145.9,2.0,14.7,17.0,False
K Li Ti Se Cl,106,10.2,78.5,3.0,20.0,22.2,False
Li Ta In Br O,106,44.4,14.6,2.0,9.5,7.8,False
Sr Li Ge S N,106,28.8,71.4,2.0,14.3,16.2,False
Li Si Sb Se Br,106,1.1,53.7,1.0,5.3,1.8,False
Ba Li Ta I O,106,63.5,81.7,3.0,18.7,20.8,False
K Li Y S Br,106,7.1,46.2,2.0,25.6,27.8,False
Li Y P I Cl,106,23.4,89.1,2.0,12.0,14.4,False
K Li S I N,106,56.1,,,12.6,15.4,True
Li Ge P Br N,106,37.9,40.0,1.0,6.6,2.2,False
Li Nb P Se O,106,46.0,49.1,0.0,8.7,7.6,False
Li Ca Si Te Se,106,12.5,111.1,2.0,13.0,14.8,False
Li Ti P I F,106,73.1,54.8,1.0,9.2,8.6,False
Li Nb In Te S,106,21.8,14.6,2.0,10.1,8.2,False
Li Zr Si I Cl,106,23.4,59.3,0.0,9.2,8.0,False
Li Sc P S I,106,21.2,60.9,2.0,8.6,8.0,False
Li V Sb O F,106,5.9,6.8,2.0,8.7,8.0,True
Li V Ga S F,106,42.9,2.3,2.0,9.8,7.8,False
Li In Sn Te N,106,56.8,13.3,1.0,8.4,3.8,False
K Li Si Te F,106,73.9,181.5,3.0,13.6,15.8,False
Li Nb Si S Br,106,7.1,51.9,1.0,8.3,6.4,False
Li Zn Te S O,106,64.3,,,6.4,4.2,True
Li Ti Ge N Cl,106,26.5,10.6,0.0,10.5,8.8,False
Li Zn Ge Te Se,106,12.5,14.3,2.0,7.4,3.4,False
Li Ge Mo Se S,106,8.2,0.6,2.0,8.8,6.6,False
Li Nb N Cl F,106,40.3,,,9.4,8.4,True
Li V B N F,106,10.9,89.6,2.0,10.2,8.4,True
Li Mg Zn Te O,106,64.3,2.3,0.0,9.1,5.2,False
Li Ti P Se I,106,12.0,54.8,1.0,8.5,7.6,False
Li Nb Te P O,106,64.3,49.1,0.0,8.9,7.8,False
Cs Li Ga S O,106,34.9,138.2,2.0,14.6,16.8,True
Li In B Te N,106,56.8,129.3,0.0,8.0,3.6,False
Ba Li Nb N Cl,106,26.5,81.7,3.0,20.4,22.4,False
Li Gd Zr Cl O,106,32.5,25.0,1.0,18.5,19.4,False
Li Y Se N Cl,106,39.4,,,11.9,13.8,False
K Li Zr Se O,106,46.0,76.7,3.0,20.4,22.6,False
Li Mg Ti Se Br,106,1.1,1.0,2.0,11.1,9.4,False
Li In P Cl F,106,40.3,70.9,2.0,6.7,3.2,True
Li Mo Se S F,106,54.6,,,8.4,8.2,False
Ba Li Zn Te S,106,21.8,69.3,0.0,15.2,17.2,False
K Li Ca S Cl,106,1.8,33.3,1.0,26.8,29.0,False
Li Ti Sn S Br,106,7.1,2.6,0.0,8.9,7.2,False
Li V Zn S Cl,106,1.8,13.2,3.0,10.6,8.6,False
Li Ca Ta S F,106,42.9,39.0,3.0,19.0,20.8,False
Li Ca V Te O,106,64.3,46.6,3.0,18.8,20.6,False
Li Mo S N F,106,42.9,,,8.4,6.8,True
Li Mg Sb I Cl,106,23.4,3.6,1.0,6.8,4.4,False
Li V Mo Br O,107,44.4,0.3,1.0,14.1,12.2,False
Ba Li Gd Se O,107,46.0,38.6,1.0,24.4,26.4,False
Li Si Mo S I,107,21.2,43.5,2.0,7.8,5.6,False
Ba Li P I N,107,56.1,170.9,3.0,13.4,16.0,False
Ba Li P Se I,107,12.0,170.9,3.0,12.2,15.0,False
Li Mg Br O F,107,52.9,,,7.4,6.0,True
Li Y Br N F,107,52.9,,,12.4,14.6,True
Li W S Br N,107,37.9,,,7.9,6.2,True
Li Sn Mo I O,107,63.5,7.1,2.0,8.3,6.2,False
K Li Ca Cl O,107,32.5,33.3,1.0,26.9,29.2,True
Sr Li Se Cl F,107,54.6,,,13.2,17.4,True
Li V Si N F,107,10.9,44.0,1.0,10.2,8.2,False
Li Gd P O F,107,5.9,95.5,2.0,11.5,13.2,True
Li Nb Mo S O,107,34.9,5.8,1.0,14.3,12.4,False
Li Mg Ga Se N,107,39.4,13.2,1.0,9.7,5.8,False
Li Ge S N F,107,42.9,,,5.6,1.2,True
Li Si B I N,107,56.1,31.7,1.0,6.5,2.0,True
Li Sc In Br O,107,44.4,6.2,0.0,9.9,8.6,False
Li Mg P I Cl,107,23.4,56.4,3.0,6.8,4.0,False
Li Ti In Br N,107,37.9,10.4,1.0,11.1,9.4,False
Li V P Se F,107,54.6,41.4,0.0,8.8,7.6,False
Li La P N Cl,107,26.5,113.1,2.0,12.0,12.8,False
Cs Li Te P O,107,64.3,229.1,4.0,13.8,16.8,True
Li Ti Sn Br Cl,107,9.0,2.6,0.0,9.6,8.2,False
Li In Te Se Br,107,13.7,,,5.8,3.0,False
Li Zr Al I N,107,56.1,27.4,1.0,11.5,10.0,False
Li In B Se N,107,39.4,129.3,0.0,7.8,3.4,True
Sr Li Ga O F,107,5.9,73.7,1.0,13.8,15.8,True
Sr Li Ge Br O,107,44.4,71.4,2.0,12.4,14.4,True
Cs Li Se S Cl,107,10.2,,,13.4,17.6,True
Cs Li Nb S O,107,34.9,120.7,4.0,19.8,22.0,False
Li Zn Si Se F,107,54.6,63.0,2.0,6.8,2.8,True
Li Zr In S I,107,21.2,9.3,1.0,9.5,8.0,False
Li Zn Se I Br,107,13.2,,,6.5,4.8,False
Li V B Te Cl,107,24.0,89.6,2.0,8.8,7.0,False
Li Ti Sb I O,107,63.5,2.6,1.0,8.4,8.0,False
Li Ta Ga Cl O,107,32.5,7.9,2.0,9.9,8.2,False
Li V Te Br Cl,107,24.0,,,8.9,9.0,False
Li Ca W Se O,107,46.0,48.7,4.0,18.0,19.8,False
Li Zr Ti Cl F,107,40.3,1.0,0.0,16.6,15.4,False
Li Zr P I N,107,56.1,56.4,1.0,9.9,9.0,False
Li Zn Si Se S,107,8.2,63.0,2.0,6.8,2.8,False
Li Ti Zn I O,107,63.5,3.3,2.0,10.6,9.0,False
Li Ca Sc S N,107,28.8,28.8,1.0,21.4,23.2,False
Li Sc B S F,107,42.9,115.9,0.0,9.2,8.0,True
Li Ca W Se O,107,46.0,48.7,4.0,18.0,19.8,False
Li Sb Se I Cl,108,23.4,,,6.8,4.4,False
Li Y Si Br F,108,52.9,92.6,1.0,12.4,14.0,True
Li Sb Se N O,108,46.0,,,6.1,2.6,True
Li Al S I Cl,108,23.4,,,6.3,4.4,True
Li Hf S Cl O,108,34.9,,,8.9,9.6,True
Li Ca Ta S N,108,28.8,39.0,3.0,20.6,22.4,False
Li Y Sn O F,108,5.9,25.3,1.0,12.4,13.8,True
Li Mg Sc S Br,108,7.1,2.9,1.0,11.2,9.8,False
Li Ca P I N,108,56.1,107.3,3.0,13.2,15.6,False
Li La V O F,108,5.9,50.7,2.0,17.1,17.4,False
K Li Ti Br N,108,37.9,78.5,3.0,21.2,23.4,False
Li Sn Se I N,108,56.1,,,5.3,1.0,True
Li Zr Zn I O,108,63.5,2.3,2.0,10.8,9.4,False
Li In Se Br N,108,39.4,,,5.8,1.8,True
Li In Se Br N,108,39.4,,,5.8,1.8,True
Li Zr Sb S Br,108,7.1,3.6,1.0,8.7,8.4,False
Li V Te S Br,108,21.8,,,8.2,8.0,False
Li Ta Si O F,108,5.9,51.9,1.0,8.9,7.2,True
Li Zr Te Cl F,108,73.9,,,9.8,10.4,True
Li Zr Te Cl F,108,73.9,,,9.8,10.4,True
Li Si Te Mo Cl,108,24.0,43.5,2.0,8.6,6.4,False
Li Nb Si S F,108,42.9,51.9,1.0,8.7,6.8,False
Li Te Mo N Cl,108,56.8,,,8.6,7.0,True
Li Ca Ge Te Se,108,12.5,48.1,2.0,13.2,15.0,False
Li Si Sn Te Br,108,13.7,53.7,0.0,5.7,0.8,False
Li B Se Br N,108,39.4,,,5.5,1.4,True
Ba Li Sc S F,108,42.9,68.4,1.0,20.0,22.0,False
Li Gd Ti O F,108,5.9,26.2,1.0,18.3,19.2,False
Li Zr V Cl O,108,32.5,10.6,1.0,15.2,13.8,False
Li Si I N F,108,73.1,,,5.8,2.0,True
Li Ta S Br Cl,108,9.0,,,9.1,9.8,True
Li V Sb Br O,108,44.4,6.8,2.0,8.3,7.6,False
Li Sb Se I Cl,108,23.4,,,6.8,4.4,False
Li Ti Al Se I,108,12.0,26.2,1.0,9.9,8.2,False
K Li Sn Se Cl,108,10.2,83.1,3.0,13.6,15.8,False
Cs Li V S O,108,34.9,132.8,4.0,19.6,21.8,True
Li Sn Te P S,108,21.8,50.9,1.0,6.1,2.0,False
Li Zr Ti N Cl,108,26.5,1.0,0.0,17.3,15.8,False
Sr Li Br N Cl,108,37.9,,,12.8,15.6,True
Li In I N O,108,63.5,,,5.5,1.6,True
Li Mg Sc N O,108,4.8,2.9,1.0,13.0,11.6,False
Sr Li Ge O F,108,5.9,71.4,2.0,12.8,14.8,True
Li Ti Ge Te O,108,64.3,10.6,0.0,9.3,7.6,False
Sr Li Si S F,108,42.9,144.4,2.0,12.5,14.4,False
Li Mg Sc N O,108,4.8,2.9,1.0,13.0,11.6,False
Li Ti Se Br N,108,39.4,,,8.7,7.6,False
Li Ga S Br N,108,37.9,,,5.7,1.8,True
Sr Li B N Cl,108,26.5,222.0,1.0,13.9,16.0,True
Li Ca Ta S N,108,28.8,39.0,3.0,20.6,22.4,False
K Li Sn Te O,108,64.3,83.1,3.0,13.8,16.0,False
Sr Li Si S F,108,42.9,144.4,2.0,12.5,14.4,False
Li Ca Sc Br O,108,44.4,28.8,1.0,19.5,21.4,False
Li Zn Sb Se Br,109,1.1,6.0,1.0,6.4,3.6,False
K Li Y N F,109,10.9,46.2,2.0,27.6,29.8,True
Li Zr Ga S I,109,21.2,13.2,1.0,9.7,8.2,False
Ba Li Ga N O,109,4.8,96.1,1.0,15.2,17.2,True
Li Sn Te P I,109,0.5,50.9,1.0,5.5,1.4,False
Li V Br N F,109,52.9,,,9.1,8.0,True
Li V Br N F,109,52.9,,,9.1,8.0,True
Li Nb Se N O,109,46.0,,,8.7,7.4,True
Li Zr B Te O,109,64.3,109.8,1.0,9.3,8.0,False
Li Zr Sn Cl F,109,40.3,3.6,0.0,10.2,9.0,False
Li Gd Te N O,109,64.3,,,11.6,13.0,True
Li Y B Se Cl,109,10.2,153.7,0.0,11.9,13.4,False
Li Al W S I,109,21.2,13.6,3.0,9.1,6.8,False
Ba Li Si Cl F,109,40.3,175.9,2.0,13.3,15.6,False
Li Ga Si Se I,109,12.0,40.7,1.0,5.7,1.2,False
Ba Li Y Se Cl,109,10.2,43.3,1.0,25.4,27.4,False
Li Zr Si Se Cl,109,10.2,59.3,0.0,9.1,7.6,False
Li Zr Sb N Cl,109,26.5,3.6,1.0,9.9,9.0,False
Li Ta In S Cl,109,1.8,14.6,2.0,9.6,7.8,False
Li V Br N F,109,52.9,,,9.1,8.0,True
Li V In Se N,109,39.4,20.9,2.0,11.4,9.4,False
Li Ti Ga N Cl,109,26.5,12.1,1.0,11.5,9.8,False
Li Ti B Se N,109,39.4,107.7,1.0,10.7,9.2,False
Sr Li Se Br O,109,46.0,,,12.2,16.2,True
K Li Si Se N,109,39.4,181.5,3.0,15.0,17.2,False
Sr Li In S F,109,42.9,40.4,1.0,13.5,15.4,False
Sr Li La O F,109,5.9,12.6,1.0,23.2,25.2,False
Cs Li Y Br O,109,44.4,74.0,2.0,26.1,28.4,False
Li Si Te Se F,109,73.9,,,5.7,2.8,True
Li Sn Ge Te Cl,109,24.0,7.8,0.0,6.1,1.2,False
Li In Sb Te Se,109,12.5,13.3,0.0,6.6,3.2,False
Li Zr P I Br,109,13.2,56.4,1.0,9.0,8.6,False
Li Zr Ti Br O,109,44.4,1.0,0.0,15.6,14.2,False
Li In Sn Te Cl,109,24.0,13.3,1.0,6.6,2.0,False
Li Sc Si Cl O,109,32.5,63.9,1.0,9.1,7.8,True
Li V Ge Te O,109,64.3,1.0,1.0,9.0,7.0,False
Sr Li Si I O,109,63.5,144.4,2.0,12.0,14.0,False
Li Zn Sb I Cl,109,23.4,6.0,1.0,6.7,4.2,True
Li Ti Se N F,109,54.6,,,9.1,8.0,False
Ba Li Cl O F,109,40.3,,,13.5,18.0,True
Li Zn B Se I,109,12.0,114.6,1.0,6.2,2.4,True
Ba Li Se Br N,109,39.4,,,12.4,15.0,True
Li Ga B S N,109,28.8,85.4,0.0,7.7,3.4,False
Sr Li Ca S Br,109,7.1,15.8,0.0,25.9,27.8,False
K Li Sc Br O,109,44.4,71.8,2.0,20.3,22.6,True
Li V Sn Cl F,109,40.3,6.8,1.0,9.7,8.0,True
Li Mg Sb Te S,109,21.8,3.6,1.0,7.1,4.4,False
Sr Li Se O F,109,54.6,,,12.6,16.6,True
Cs Li Sn Br O,109,44.4,118.1,3.0,13.7,16.0,False
Li Sb Mo N Cl,109,26.5,7.1,3.0,9.2,7.6,True
Li B W N Cl,109,26.5,87.0,3.0,9.7,7.6,True
Li La In Te S,109,21.8,24.7,0.0,12.2,12.4,False
Li Ge B S N,109,28.8,87.8,1.0,7.2,2.4,True
Li Zn Ge Br N,109,37.9,14.3,2.0,8.0,4.0,True
Li Zn Sb Se Br,109,1.1,6.0,1.0,6.4,3.6,False
Li La In Te S,109,21.8,24.7,0.0,12.2,12.4,False
Li Ca In Te Se,109,12.5,21.3,1.0,14.0,15.8,False
K Sr Li S F,110,42.9,15.2,1.0,27.2,29.4,False
Li In Si I N,110,56.1,74.1,1.0,7.0,2.4,False
Li Zn In Se F,110,54.6,6.8,1.0,7.8,3.8,False
Li V Sn Br Cl,110,9.0,6.8,1.0,9.3,7.6,False
