phases,magpie,mat2vec,pareto_magpie_mat2vec,anion radii diff %,cation radii diff %,cation charge diff,distance from LSSI,distance from LSGSI,Predicted_Order?
K Li La O F,0.539,0.476,216,5.9,29.7,2.0,23.9,26.2,False
Cs Li Ta N F,0.544,0.475,216,10.9,120.7,4.0,21.8,24.0,False
Rb Li Al Te Se,0.277,0.647,216,12.5,145.9,2.0,15.4,17.6,False
Li La Sn Te F,0.338,0.549,216,73.9,41.2,1.0,11.6,11.8,False
Ba Li Ge S Br,0.33,0.559,216,7.1,93.5,2.0,12.4,14.4,False
Li Zr Si Te Se,0.266,0.691,216,12.5,59.3,0.0,9.7,8.2,False
K Li B S I,0.371,0.51,216,21.2,270.7,2.0,12.6,15.0,True
Li Mo W Br Cl,0.431,0.487,216,9.0,1.1,0.0,14.3,12.4,False
Sr Li Ge Te Br,0.264,0.694,216,13.7,71.4,2.0,12.7,14.6,False
Li La Mg Se Br,0.301,0.588,216,1.1,36.3,1.0,13.0,13.2,False
Cs Ba Li Te Cl,0.513,0.478,216,24.0,21.5,1.0,28.0,30.2,False
Li Zn Sn Te Se,0.263,0.732,216,12.5,6.0,2.0,7.6,3.6,False
Sr Li Ti Te O,0.316,0.577,216,64.3,55.0,2.0,19.5,21.4,False
Li Mo W Br N,0.414,0.488,216,37.9,1.1,0.0,15.2,13.0,False
Li Y Sc Br O,0.404,0.498,216,44.4,17.5,0.0,19.0,20.4,False
Li Y V Br N,0.357,0.525,216,37.9,33.8,2.0,19.3,20.6,False
Li Nb Se Br F,0.343,0.535,216,54.6,,,9.2,9.6,True
Li Gd Zr S F,0.467,0.484,216,42.9,25.0,1.0,18.6,19.4,False
K Li Ga S F,0.39,0.506,216,42.9,100.0,2.0,14.4,16.6,True
K Li Ga S F,0.39,0.506,216,42.9,100.0,2.0,14.4,16.6,True
Cs Li Nb S Cl,0.507,0.479,216,1.8,120.7,4.0,19.8,22.0,False
Ba Li La Te F,0.469,0.48,216,73.9,27.1,1.0,23.6,25.6,False
Rb Ba Li I O,0.597,0.473,216,63.5,11.4,1.0,27.1,29.4,False
Cs Li Zn I N,0.438,0.486,216,56.1,105.7,1.0,16.8,19.0,False
Li Ti Ge Br F,0.299,0.589,216,52.9,10.6,0.0,9.6,8.2,False
Li Sc V Cl F,0.349,0.534,216,40.3,13.8,2.0,16.1,15.0,False
Li B P I Br,0.292,0.611,216,13.2,34.1,2.0,5.6,2.0,False
Ba Li Zr I F,0.411,0.489,216,73.1,73.3,2.0,20.1,22.4,False
Ba Li Mg I F,0.385,0.507,216,73.1,73.3,0.0,15.3,17.6,False
Li B Mo I O,0.397,0.502,216,63.5,89.0,3.0,7.9,6.0,True
Ba Li Mg Br F,0.34,0.545,216,52.9,73.3,0.0,15.5,17.8,False
Li Sc Ga Se O,0.318,0.572,216,46.0,16.4,0.0,10.4,9.0,False
Li Ca P I Br,0.295,0.607,216,13.2,107.3,3.0,12.3,15.2,False
Rb Li P Se S,0.275,0.652,216,8.2,201.8,4.0,13.6,16.6,False
K Li Mo Se Br,0.399,0.5,216,1.1,96.1,5.0,18.8,21.0,False
Li Ca V Br F,0.282,0.63,216,52.9,46.6,3.0,19.1,21.2,False
Li Nb Si Te Se,0.274,0.659,216,12.5,51.9,1.0,9.3,7.4,False
Rb Li Zn Cl O,0.409,0.494,216,32.5,88.6,1.0,15.5,17.8,True
Li Sc B Se S,0.296,0.591,216,8.2,115.9,0.0,9.4,8.2,False
Li Y Sc S Cl,0.368,0.512,216,1.8,17.5,0.0,19.1,20.4,False
Li V Sb Se N,0.283,0.619,216,39.4,6.8,2.0,9.8,8.4,False
Li Zr Sn Te I,0.271,0.661,216,0.5,3.6,0.0,9.3,7.8,False
Li Al Ge Se I,0.284,0.618,216,12.0,14.1,1.0,6.0,1.6,False
Li V B Br F,0.279,0.634,216,52.9,89.6,2.0,9.1,7.6,True
Li Sc Ga Se O,0.318,0.572,216,46.0,16.4,0.0,10.4,9.0,False
Li Y Sc Se Cl,0.321,0.562,216,10.2,17.5,0.0,19.3,20.6,False
Li Te W S N,0.365,0.521,216,56.8,,,8.7,7.0,False
Li Ca Mg Br N,0.335,0.558,216,37.9,32.6,0.0,16.0,17.8,False
Sr Li Mg I F,0.302,0.583,216,73.1,53.5,0.0,15.2,17.4,False
Li Sc Ga Te O,0.319,0.563,216,64.3,16.4,0.0,10.6,9.2,False
Rb Li Al Te O,0.414,0.489,217,64.3,145.9,2.0,15.0,17.2,False
Li Zr Te Se O,0.279,0.635,217,64.3,,,9.1,9.4,False
Li Zr Mo Se I,0.292,0.612,217,12.0,11.0,2.0,14.5,13.0,False
Li In Te W F,0.385,0.509,217,73.9,22.6,3.0,9.7,7.4,False
Li Al Br N F,0.393,0.507,217,52.9,,,6.7,3.2,True
Li Mg B I F,0.318,0.578,217,73.1,109.8,1.0,7.0,3.6,False
Li Y Ga Te Br,0.282,0.632,217,13.7,36.8,0.0,13.1,14.4,False
Li Ca Y Br Cl,0.312,0.585,217,9.0,9.6,1.0,25.5,27.6,False
Li Sc Ti Se Br,0.285,0.62,217,1.1,3.9,1.0,15.8,14.4,False
Ba Li In Se I,0.395,0.506,217,12.0,58.5,1.0,13.2,15.2,False
Li La Y Cl F,0.471,0.48,217,40.3,12.7,0.0,23.2,24.8,False
Cs Li Ge S N,0.413,0.49,217,28.8,135.1,3.0,15.4,17.6,False
Li Hf Sn Br O,0.397,0.503,217,44.4,2.4,0.0,9.1,7.6,True
Li In Mo N F,0.528,0.478,217,10.9,21.3,3.0,11.0,8.8,True
Li Y Sb Te F,0.316,0.58,217,73.9,25.3,0.0,12.3,14.8,False
Li La V Te Cl,0.322,0.564,217,24.0,50.7,2.0,17.2,17.4,False
Ba Li V Br Cl,0.32,0.565,217,9.0,91.6,3.0,19.1,21.4,False
Li Sb Te Mo Se,0.283,0.628,217,12.5,7.1,3.0,9.0,8.0,False
Li Ti Nb Br N,0.406,0.498,217,37.9,3.9,1.0,16.5,14.8,False
Rb Li Ti S O,0.338,0.552,217,34.9,94.9,3.0,20.0,22.2,False
Li V In I Cl,0.342,0.545,217,23.4,20.9,2.0,9.7,8.0,False
Li Mo P I F,0.371,0.513,217,73.1,40.9,1.0,8.7,7.6,True
Cs Li Y S I,0.443,0.486,217,21.2,74.0,2.0,25.8,28.0,False
Li Sc In Se Cl,0.358,0.525,217,10.2,6.2,0.0,10.2,8.8,False
Li Sc In Se Cl,0.358,0.525,217,10.2,6.2,0.0,10.2,8.8,False
Sr Li V Te I,0.266,0.741,217,0.5,69.8,3.0,18.5,20.4,False
Cs Li Mg Te F,0.405,0.499,217,73.9,110.5,1.0,16.4,18.6,False
Li Mg Ta I N,0.335,0.559,217,56.1,4.9,3.0,12.2,10.4,False
Li Gd Zn Se O,0.576,0.476,217,46.0,22.2,1.0,13.6,14.4,False
Rb Li Te Se Cl,0.271,0.667,217,24.0,,,13.4,17.4,False
Li V Zn Se I,0.268,0.727,217,12.0,13.2,3.0,10.4,8.4,False
Sr Li V Te S,0.27,0.699,217,21.8,69.8,3.0,19.1,21.0,False
Li Si Te W S,0.329,0.562,217,21.8,42.0,2.0,8.7,6.4,False
Li Sc Zn Te Br,0.276,0.657,217,13.7,0.6,1.0,11.4,10.0,False
Li Gd B Te S,0.402,0.501,217,21.8,162.2,0.0,11.8,12.8,False
Li La Sb Se Br,0.299,0.591,217,1.1,41.2,0.0,10.6,12.0,False
Sr Li Mg Te N,0.333,0.561,217,56.8,53.5,0.0,16.9,18.8,False
Li Nb B Te N,0.372,0.51,217,56.8,100.0,2.0,10.7,9.0,False
Li Mg In Br N,0.367,0.521,217,37.9,9.3,1.0,8.9,5.0,False
Li In I Br O,0.369,0.517,217,63.5,,,6.1,4.0,True
Li Sc B Cl F,0.296,0.599,217,40.3,115.9,0.0,9.9,9.0,True
Li Ta Ga Se Cl,0.297,0.595,217,10.2,7.9,2.0,10.0,8.2,False
Rb Li Sn S O,0.298,0.594,217,34.9,100.0,3.0,13.6,15.8,False
Li Zr V S N,0.343,0.536,217,28.8,10.6,1.0,16.9,15.4,False
Li Ta Sb Se Cl,0.302,0.586,217,10.2,1.2,2.0,8.8,8.2,False
Ba Li Gd Cl O,0.669,0.474,217,32.5,38.6,1.0,24.3,26.4,False
Li Si Mo I Br,0.345,0.535,217,13.2,43.5,2.0,8.3,6.4,False
Li Sc Te P Se,0.277,0.655,217,12.5,60.9,2.0,9.8,9.2,False
Li Ta Sb Se Cl,0.302,0.586,217,10.2,1.2,2.0,8.8,8.2,False
K Li S I Br,0.365,0.525,218,21.2,,,13.1,17.8,False
K Li Sc Te Cl,0.398,0.504,218,24.0,71.8,2.0,20.8,23.0,False
Li Sc Sb I N,0.285,0.624,218,56.1,6.6,0.0,9.6,8.8,False
Li Sc Sn S Br,0.293,0.613,218,7.1,6.6,1.0,9.2,7.8,False
Li Y Ga Te Se,0.266,0.748,218,12.5,36.8,0.0,13.7,15.0,False
Li Y Nb Se S,0.321,0.567,218,8.2,26.8,2.0,18.5,19.8,False
Cs Li Sn Se F,0.376,0.51,218,54.6,118.1,3.0,14.2,16.4,False
Cs Li Sn Se F,0.376,0.51,218,54.6,118.1,3.0,14.2,16.4,False
Ba Li I N Cl,0.479,0.48,218,56.1,,,12.7,15.6,True
K Li S I Br,0.365,0.525,218,21.2,,,13.1,17.8,False
Li Nb B Se N,0.371,0.519,218,39.4,100.0,2.0,10.5,8.8,False
Li Y Zr I Cl,0.416,0.49,218,23.4,20.9,1.0,19.2,20.8,False
Li La Sn Se S,0.346,0.538,218,8.2,41.2,1.0,11.4,11.6,False
Li Gd W N Cl,0.586,0.476,218,26.5,40.2,3.0,18.4,19.2,False
Sr Li Ga Cl F,0.343,0.541,218,40.3,73.7,1.0,14.4,16.6,False
Li Ti W I N,0.449,0.486,218,56.1,11.1,2.0,15.5,13.8,False
Li Sc Ta Cl O,0.448,0.488,218,32.5,7.9,2.0,15.7,14.4,False
Li Gd W S N,0.687,0.475,218,28.8,40.2,3.0,18.6,19.4,False
Li Nb Te Br N,0.367,0.524,218,56.8,,,8.7,7.4,False
Li Ga Sb I Cl,0.297,0.611,218,23.4,9.2,0.0,6.2,3.2,False
Li Ta Sn Br F,0.325,0.566,218,52.9,1.2,1.0,9.7,8.2,True
Li Sc Si I Cl,0.342,0.547,218,23.4,63.9,1.0,9.3,8.2,False
Li Mg B Br N,0.333,0.563,218,37.9,109.8,1.0,7.9,4.2,True
Rb Li Al Se O,0.413,0.498,218,46.0,145.9,2.0,14.8,17.0,False
Li Sc Te S O,0.345,0.539,218,64.3,,,9.0,9.4,False
Li Sc Si S I,0.305,0.587,218,21.2,63.9,1.0,8.6,7.2,False
Li Nb Zn I Cl,0.358,0.532,218,23.4,7.3,3.0,11.0,9.4,False
Ba Li I Br O,0.408,0.499,218,63.5,,,12.7,17.2,True
Li Ta Ge Se N,0.291,0.62,218,39.4,6.5,1.0,10.8,9.0,False
Li Y B Te Se,0.271,0.669,218,12.5,153.7,0.0,12.5,14.0,False
Li Ca Te Mo I,0.37,0.522,218,0.5,47.1,4.0,18.0,19.8,False
K Sr Li Br Cl,0.387,0.509,218,9.0,15.2,1.0,27.5,30.0,False
Sr Li Sn I Br,0.281,0.64,218,13.2,59.0,2.0,12.8,15.0,False
Li Ge I Cl O,0.326,0.565,218,63.5,,,5.9,3.4,True
Li Ta Sb S I,0.292,0.616,218,21.2,1.2,2.0,8.2,7.6,False
Li Ca Zr Br F,0.302,0.593,218,52.9,32.6,2.0,20.1,22.2,False
Li Mg Ge Br F,0.279,0.645,218,52.9,11.7,2.0,7.4,3.8,True
Li Zr Nb Br Cl,0.361,0.526,218,9.0,4.9,1.0,15.8,14.6,False
Li Sc B Te F,0.336,0.559,218,73.9,115.9,0.0,9.6,8.4,False
Li Mg Nb Te Se,0.287,0.622,218,12.5,4.9,3.0,11.7,9.8,False
Sr Li In Te Se,0.278,0.657,218,12.5,40.4,1.0,14.1,16.0,False
Li Ca Nb S Br,0.35,0.536,218,7.1,39.0,3.0,18.4,20.2,False
Li Ca Zr Br F,0.302,0.593,218,52.9,32.6,2.0,20.1,22.2,False
Cs Li Sb Te F,0.403,0.502,218,73.9,118.1,2.0,14.0,17.4,True
Li Zr B Br F,0.299,0.598,218,52.9,109.8,1.0,9.6,8.6,True
K Li V Te I,0.298,0.6,218,0.5,95.5,4.0,19.2,21.4,False
Sr Li Zn Se Br,0.27,0.709,218,1.1,50.0,0.0,14.5,16.4,False
Li Nb Mo N F,0.542,0.478,218,10.9,5.8,1.0,16.1,14.2,False
Li Y Nb N F,0.475,0.484,218,10.9,26.8,2.0,19.9,21.2,False
Li Sb Te W Cl,0.335,0.56,218,24.0,8.3,3.0,8.5,7.4,False
Li Mg Te W F,0.338,0.553,218,73.9,12.2,4.0,11.1,8.8,False
Li La Zr Cl F,0.436,0.489,218,40.3,36.3,1.0,18.7,19.2,False
Li Ti V Te Cl,0.319,0.578,218,24.0,9.5,1.0,15.3,13.6,False
Li Zr Nb Se F,0.32,0.568,218,54.6,4.9,1.0,15.7,14.2,False
Li Sn W S N,0.372,0.512,218,28.8,8.3,2.0,10.3,8.0,False
Li Mg Sc Se O,0.362,0.526,219,46.0,2.9,1.0,11.6,10.2,False
Li Ti Sn Te N,0.336,0.564,219,56.8,2.6,0.0,11.3,9.6,False
Li Ca Sc Te N,0.377,0.511,219,56.8,28.8,1.0,21.8,23.6,False
Li Mg Zr Te Se,0.271,0.713,219,12.5,0.0,2.0,12.1,10.6,False
K Li Te W S,0.418,0.49,219,21.8,98.3,5.0,19.2,21.4,False
Li Al In I F,0.483,0.483,219,73.1,39.3,0.0,7.5,3.4,False
Sr Li V Te F,0.279,0.664,219,73.9,69.8,3.0,19.1,21.0,False
Sr Li Te Mo Cl,0.342,0.548,219,24.0,70.3,4.0,18.5,20.4,False
Li Zr Ti I Br,0.345,0.546,219,13.2,1.0,0.0,15.8,14.6,False
Li Sn Ge I Cl,0.281,0.646,219,23.4,7.8,0.0,6.0,1.4,False
Ba Li V Te Se,0.282,0.645,219,12.5,91.6,3.0,19.4,21.4,False
Li Mg Ga Br F,0.298,0.613,219,52.9,13.2,1.0,8.4,4.8,False
Li Ge Mo S Br,0.32,0.57,219,7.1,0.6,2.0,8.2,6.0,False
Li Y Sb Te Br,0.287,0.623,219,13.7,25.3,0.0,11.9,14.4,False
Li La Nb S Cl,0.455,0.486,219,1.8,42.9,2.0,17.0,17.2,False
Li In Sb I Br,0.318,0.587,219,13.2,13.3,0.0,5.9,2.8,True
Li Gd W I O,0.706,0.476,219,63.5,40.2,3.0,16.5,17.4,False
Ba Li Al Br O,0.373,0.514,219,44.4,120.7,1.0,13.7,15.8,False
Ba Li B Se F,0.323,0.567,219,54.6,263.4,1.0,12.8,15.0,True
Li Sc Se S O,0.344,0.547,219,46.0,,,9.0,9.6,False
Rb Li Si S N,0.328,0.565,219,28.8,207.4,3.0,15.0,17.2,False
Li Y Sn Se Br,0.272,0.674,219,1.1,25.3,1.0,12.1,13.4,False
Li Ga Mo O F,0.416,0.497,219,5.9,2.0,3.0,9.7,7.6,True
Li Al Ga Te I,0.308,0.588,219,0.5,12.6,0.0,7.2,2.8,False
Li Sc Ge Te S,0.274,0.669,219,21.8,14.9,1.0,9.8,8.4,False
Sr Li Te Mo Cl,0.342,0.548,219,24.0,70.3,4.0,18.5,20.4,False
K Li Gd Se S,0.618,0.477,219,8.2,41.4,2.0,25.2,27.4,False
Rb Li Ge Te Se,0.266,0.82,219,12.5,115.6,3.0,14.2,16.4,False
Li Sc Ti S F,0.361,0.527,219,42.9,3.9,1.0,16.0,14.6,False
Li Ta Sb Br N,0.339,0.554,219,37.9,1.2,2.0,9.4,8.2,False
Li In Sb I F,0.346,0.542,219,73.1,13.3,0.0,6.3,3.2,True
Li Hf Ta Cl O,0.517,0.48,219,32.5,3.7,1.0,15.5,14.0,False
Li La Sn Se I,0.286,0.627,219,12.0,41.2,1.0,10.8,11.0,False
Li La Sc S N,0.439,0.489,219,28.8,32.4,0.0,19.8,20.0,False
Li Ta In Se F,0.354,0.536,219,54.6,14.6,2.0,10.0,8.2,True
Li Ca Ta Se Br,0.293,0.617,219,1.1,39.0,3.0,18.8,20.6,False
Li Ga B Se Br,0.28,0.663,219,1.1,85.4,0.0,5.9,1.6,False
Li Al Ge Cl F,0.371,0.521,219,40.3,14.1,1.0,7.1,3.0,True
Li Nb B S Br,0.347,0.541,219,7.1,100.0,2.0,8.3,6.6,False
Li Ge Te W Cl,0.307,0.59,219,24.0,0.4,2.0,8.7,6.4,False
Li La S Br F,0.398,0.505,219,52.9,,,11.3,14.0,True
Li Sc Sn Se O,0.299,0.605,219,46.0,6.6,1.0,9.6,8.2,False
Sr Li Te Se Br,0.27,0.723,219,13.7,,,12.3,16.0,False
K Li Sc Cl F,0.407,0.502,219,40.3,71.8,2.0,21.3,23.8,False
Li Y B I Cl,0.352,0.538,219,23.4,153.7,0.0,12.0,13.8,False
Li Ti Zn Te Br,0.3,0.601,219,13.7,3.3,2.0,11.1,9.4,False
Li Sc Sn S F,0.322,0.569,219,42.9,6.6,1.0,9.6,8.2,False
Li V W I O,0.395,0.51,219,63.5,1.4,1.0,13.7,11.8,False
Li Zr Te Mo F,0.338,0.559,219,73.9,11.0,2.0,15.3,13.8,False
K Li Hf Se O,0.478,0.485,219,46.0,78.8,3.0,20.2,22.4,False
Li In Ge S I,0.303,0.597,219,21.2,22.1,1.0,5.6,1.0,False
Li Ta B Se Br,0.29,0.622,219,1.1,100.0,2.0,8.6,7.0,False
Li Nb Ge S N,0.348,0.539,219,28.8,6.5,1.0,10.5,8.6,False
K Li La S F,0.498,0.481,219,42.9,29.7,2.0,23.8,26.0,False
Li Zn In I Br,0.323,0.568,220,13.2,6.8,1.0,7.5,3.8,False
Cs Li Sn Se N,0.398,0.508,220,39.4,118.1,3.0,15.8,18.0,False
Cs Li Sn Se N,0.398,0.508,220,39.4,118.1,3.0,15.8,18.0,False
Li Ta I N F,0.38,0.511,220,73.1,,,9.1,8.2,True
Li Sc Ge Se S,0.272,0.677,220,8.2,14.9,1.0,9.6,8.2,False
Ba Li Mo Se I,0.417,0.505,220,12.0,92.3,4.0,18.0,20.0,False
Li Y Te Mo S,0.339,0.558,220,21.8,34.2,3.0,18.1,19.4,False
Li La Zr Se Br,0.319,0.587,220,1.1,36.3,1.0,17.8,18.0,False
Li Sn Te W Cl,0.343,0.553,220,24.0,8.3,2.0,8.9,6.6,False
Li Hf In Te O,0.442,0.489,220,64.3,10.6,1.0,10.2,8.6,False
Li Ta Zn N F,0.519,0.482,220,10.9,7.3,3.0,12.6,10.8,False
Sr Li Mo Se F,0.334,0.566,220,54.6,70.3,4.0,18.5,20.4,False
Li Ca Y Te Se,0.29,0.625,220,12.5,9.6,1.0,25.8,27.6,False
Li Nb V Se F,0.301,0.605,220,54.6,5.5,0.0,15.1,13.2,False
Li Nb Al Te I,0.364,0.527,220,0.5,21.5,2.0,9.9,8.0,False
Ba Li Te Mo I,0.418,0.496,220,0.5,92.3,4.0,18.2,20.2,False
Sr Li Te P N,0.321,0.579,220,56.8,140.0,3.0,14.3,16.8,False
Li Zr Sn Se O,0.287,0.627,220,46.0,3.6,0.0,9.5,8.0,False
Li Ta I N F,0.38,0.511,220,73.1,,,9.1,8.2,True
Rb Li Mg O F,0.531,0.48,220,5.9,93.0,1.0,15.9,18.2,False
Sr Li Ga Te Se,0.271,0.787,220,12.5,73.7,1.0,14.3,16.2,False
Li Al Ga Se I,0.307,0.596,220,12.0,12.6,0.0,7.0,2.6,False
Li Nb Sb Br N,0.362,0.528,220,37.9,1.2,2.0,9.3,8.0,False
Ba Li Mo Se I,0.417,0.505,220,12.0,92.3,4.0,18.0,20.0,False
Cs Li Sb Te S,0.366,0.526,220,21.8,118.1,2.0,14.0,17.4,False
Cs Li B Cl O,0.493,0.483,220,32.5,341.5,2.0,13.5,16.0,True
Li Sb W I N,0.354,0.537,220,56.1,8.3,3.0,8.7,7.0,False
Li Nb Sn Br F,0.346,0.543,220,52.9,1.2,1.0,9.6,8.0,False
Li Ca Y I F,0.401,0.506,220,73.1,9.6,1.0,25.5,27.6,False
Cs Rb Li O F,0.703,0.478,220,5.9,9.0,0.0,28.9,31.2,False
Li Hf Si S F,0.399,0.507,220,42.9,57.4,0.0,9.0,7.4,False
Li Al Ga N F,0.423,0.49,220,10.9,12.6,0.0,9.0,4.6,False
Li Y Ga Te F,0.311,0.588,220,73.9,36.8,0.0,13.5,14.8,False
Li V Zn Se F,0.281,0.65,220,54.6,13.2,3.0,11.0,9.0,False
Sr Li Ti Te I,0.277,0.669,220,0.5,55.0,2.0,19.1,21.0,False
Li Ti Nb Se I,0.299,0.61,220,12.0,3.9,1.0,14.9,13.2,False
Ba Li Nb I O,0.481,0.485,220,63.5,81.7,3.0,18.5,20.6,False
Cs Li In Te Cl,0.469,0.486,220,24.0,92.6,2.0,14.8,17.0,False
Cs Li Te Se Br,0.329,0.567,220,13.7,,,13.4,17.4,False
Sr Li Ti I N,0.344,0.549,220,56.1,55.0,2.0,20.3,22.2,False
Li In Te I F,0.351,0.539,220,73.9,,,6.3,3.8,True
Li Y Sn Te Br,0.295,0.617,220,13.7,25.3,1.0,12.3,13.6,False
Li Y B Br Cl,0.31,0.59,220,9.0,153.7,0.0,12.2,14.0,False
Li Ta Si I Br,0.308,0.592,220,13.2,51.9,1.0,8.7,7.2,False
Li Ca Zn I Br,0.298,0.616,220,13.2,29.5,0.0,14.5,16.6,False
Cs Rb Li N O,0.72,0.476,220,4.8,9.0,0.0,30.2,32.4,False
K Sr Li Te F,0.373,0.515,220,73.9,15.2,1.0,27.6,29.8,False
Cs Li Sc I O,0.455,0.487,220,63.5,104.5,2.0,20.5,22.8,False
Li Ga Te I Cl,0.302,0.608,221,24.0,,,6.2,3.8,False
Li Y V S I,0.312,0.588,221,21.2,33.8,2.0,17.5,18.8,False
Li Ti V I F,0.354,0.539,221,73.1,9.5,1.0,15.4,14.0,False
Li Zn W Br N,0.488,0.485,221,37.9,14.8,4.0,11.7,9.4,False
Li Ta Nb S F,0.376,0.515,221,42.9,0.0,0.0,15.2,13.4,False
Cs Li V Te O,0.423,0.493,221,64.3,132.8,4.0,20.0,22.2,False
Cs Li Zn Te F,0.405,0.506,221,73.9,105.7,1.0,16.2,18.4,False
Li Nb Ga Cl O,0.4,0.508,221,32.5,7.9,2.0,9.8,8.0,False
Li In Ge O F,0.373,0.521,221,5.9,22.1,1.0,6.3,1.8,True
Ba Li Sc Cl F,0.365,0.528,221,40.3,68.4,1.0,20.7,23.0,False
Li Gd Ti S Br,0.434,0.49,221,7.1,26.2,1.0,17.8,18.6,False
Li La Zr Se F,0.347,0.543,221,54.6,36.3,1.0,18.2,18.4,False
Cs Li Zn Te F,0.405,0.506,221,73.9,105.7,1.0,16.2,18.4,False
Li Mg Te W Br,0.309,0.597,221,13.7,12.2,4.0,10.7,8.4,False
Li Zr W S O,0.523,0.482,221,34.9,12.2,2.0,14.5,13.0,False
Li Nb Al Se I,0.363,0.535,221,12.0,21.5,2.0,9.7,7.8,False
Li Sc B Se F,0.335,0.567,221,54.6,115.9,0.0,9.4,8.2,True
Li Ca Ta Te F,0.496,0.484,221,73.9,39.0,3.0,19.4,21.2,False
Li Nb Sb Te I,0.288,0.643,221,0.5,1.2,2.0,8.5,7.8,False
K Li Sc Se Cl,0.397,0.512,221,10.2,71.8,2.0,20.6,22.8,False
Li Ge W Se Br,0.286,0.65,221,1.1,0.4,2.0,8.3,6.0,False
Li Y Zn Se Cl,0.351,0.54,221,10.2,18.2,1.0,14.1,15.4,False
K Li V Br F,0.372,0.526,221,52.9,95.5,4.0,19.9,22.4,True
Li Ga B Te Br,0.281,0.655,221,13.7,85.4,0.0,6.1,1.8,False
Li Zn B I Br,0.295,0.62,221,13.2,114.6,1.0,6.5,3.0,True
Li La Sn Te Br,0.31,0.593,221,13.7,41.2,1.0,11.2,11.4,False
K Li In N F,0.547,0.481,221,10.9,61.7,2.0,15.8,18.0,True
Li Ti Zn Se I,0.292,0.632,221,12.0,3.3,2.0,10.7,9.0,False
Li W Se I F,0.339,0.559,221,73.1,,,8.6,8.6,True
Li Mg Mo I O,0.374,0.519,221,63.5,11.0,4.0,10.3,8.2,False
Li Sc Ti S O,0.385,0.513,221,34.9,3.9,1.0,15.8,14.4,False
Sr Li Zn I Br,0.289,0.633,221,13.2,50.0,0.0,14.6,16.8,False
Sr Li Ti Se Cl,0.301,0.613,221,10.2,55.0,2.0,19.3,21.2,False
Rb Li Zn Se S,0.275,0.678,221,8.2,88.6,1.0,15.8,18.0,True
K Li Sc I N,0.356,0.537,221,56.1,71.8,2.0,21.6,23.8,False
Ba Li Gd S Cl,0.631,0.48,221,1.8,38.6,1.0,24.2,26.2,False
Li Mo P I Br,0.344,0.557,221,13.2,40.9,1.0,8.3,7.2,False
Li Ca Ga Te Br,0.284,0.651,221,13.7,50.0,1.0,13.6,15.4,False
Li Zn W Br F,0.468,0.487,221,52.9,14.8,4.0,11.0,9.0,False
Ba Li Zr Br F,0.367,0.527,221,52.9,73.3,2.0,20.3,22.6,False
Cs Li B S Cl,0.45,0.489,221,1.8,341.5,2.0,13.4,15.8,False
Rb Li Sn Se Cl,0.273,0.682,221,10.2,100.0,3.0,13.8,16.0,False
Li Y Mo I Cl,0.42,0.497,221,23.4,34.2,3.0,17.8,19.4,False
Li Ca V I F,0.345,0.553,221,73.1,46.6,3.0,18.9,21.0,False
Li In Te I Br,0.323,0.583,221,13.7,,,5.9,3.4,False
Li V Zn Se S,0.272,0.685,221,8.2,13.2,3.0,11.0,9.0,False
Ba Li Ta Te S,0.506,0.483,221,21.8,81.7,3.0,19.6,21.6,False
Cs Li P Cl F,0.418,0.499,221,40.3,229.1,4.0,14.3,17.6,True
Li Mg Te W S,0.325,0.568,221,21.8,12.2,4.0,11.1,8.8,False
Li Y Sn Te F,0.324,0.573,221,73.9,25.3,1.0,12.7,14.0,False
Sr Li V N F,0.346,0.544,221,10.9,69.8,3.0,20.3,22.2,False
Li Ta Zn I O,0.478,0.487,222,63.5,7.3,3.0,10.5,8.8,False
Li Ca Sc Se N,0.375,0.52,222,39.4,28.8,1.0,21.6,23.4,False
Li Ti Nb Te F,0.345,0.557,222,73.9,3.9,1.0,15.7,14.0,False
Ba Li La Se F,0.468,0.488,222,54.6,27.1,1.0,23.4,25.4,False
Li Sc Ti Se O,0.339,0.563,222,46.0,3.9,1.0,16.0,14.6,False
Li Y Zn I F,0.407,0.506,222,73.1,18.2,1.0,14.4,16.0,False
Rb Li In Br O,0.548,0.481,222,44.4,76.6,2.0,14.1,16.4,True
Li In B Te I,0.329,0.569,222,0.5,129.3,0.0,5.8,1.4,False
Li Ga I Cl O,0.348,0.543,222,63.5,,,6.4,4.4,True
Li Ti Sb Te N,0.327,0.571,222,56.8,2.6,1.0,10.3,9.2,False
Li La P Br Cl,0.367,0.528,222,9.0,113.1,2.0,11.1,12.4,False
Li Y Nb Te Cl,0.352,0.542,222,24.0,26.8,2.0,18.5,19.8,False
Ba Li Nb S I,0.437,0.49,222,21.2,81.7,3.0,18.4,20.4,False
Cs Li Mg Se F,0.404,0.508,222,54.6,110.5,1.0,16.2,18.4,False
Rb Li V S Br,0.273,0.683,222,7.1,113.5,4.0,19.2,21.4,False
Li Zr V Se Cl,0.29,0.634,222,10.2,10.6,1.0,15.3,13.8,False
Sr Li Sc O F,0.421,0.497,222,5.9,49.2,1.0,20.0,22.0,False
Li Zn Mo I F,0.374,0.522,222,73.1,13.5,4.0,10.9,9.0,True
Sr Li Ca Te I,0.314,0.59,222,0.5,15.8,0.0,26.1,28.0,False
Rb Sr Li S Cl,0.31,0.594,222,1.8,25.8,1.0,27.2,29.4,False
