phases,leaf,mat2vec
Co Cr K,2.662,2.012
Cr K Ni,2.615,1.818
Cr Cu K,2.722,1.798
Cr K Zn,2.621,2.084
Cr Ga K,2.672,2.613
Cr K Rb,2.785,3.935
Cr K Sr,2.847,2.849
Cr K Y,2.718,2.193
Cr K Zr,2.685,2.266
Cr K Nb,2.825,2.673
Cr K Mo,2.86,2.44
Ag Cr K,2.978,2.473
Cd Cr K,2.627,2.87
Cr In K,2.62,2.474
Cr K Sn,2.602,2.197
Cr Cs K,2.931,3.332
Ba Cr K,2.777,2.636
Cr Hf K,2.918,3.143
Cr K Ta,2.683,2.801
Cr K W,2.973,3.098
Cr K Os,2.878,3.943
Cr Ir K,3.014,3.23
Cr K Pt,2.737,2.742
Au Cr K,2.722,2.529
Cr Hg K,2.742,3.546
Cr K Tl,2.826,3.602
Cr K Pb,2.785,2.499
Bi Cr K,2.882,2.509
Fe K Mn,2.86,1.699
Co K Mn,2.609,1.97
K Mn Ni,2.562,1.775
Cu K Mn,2.67,1.755
K Mn Zn,2.568,2.042
Ga K Mn,2.62,2.574
K Mn Rb,2.734,3.901
K Mn Sr,2.797,2.811
K Mn Y,2.666,2.153
K Mn Zr,2.632,2.226
K Mn Nb,2.775,2.635
K Mn Mo,2.81,2.4
Ag K Mn,2.929,2.434
Cd K Mn,2.574,2.833
In K Mn,2.567,2.435
K Mn Sn,2.549,2.156
Cs K Mn,2.882,3.296
Ba K Mn,2.726,2.597
Hf K Mn,2.869,3.106
K Mn Ta,2.631,2.763
K Mn W,2.924,3.061
K Mn Os,2.828,3.91
Ir K Mn,2.966,3.194
K Mn Pt,2.686,2.704
Au K Mn,2.671,2.49
Hg K Mn,2.69,3.511
K Mn Tl,2.776,3.567
K Mn Pb,2.734,2.46
Co Fe K,2.777,1.544
Fe K Ni,2.732,1.338
Cu Fe K,2.836,1.317
Fe K Zn,2.738,1.62
Fe Ga K,2.787,2.178
Fe K Rb,2.897,3.558
Fe K Sr,2.958,2.426
Fe K Y,2.832,1.735
Fe K Zr,2.8,1.813
Fe K Nb,2.936,2.241
Fe K Mo,2.97,1.996
Ag Fe K,3.085,2.031
Cd Fe K,2.744,2.448
Fe In K,2.737,2.032
Fe K Sn,2.719,1.739
Cs Fe K,3.04,2.93
Ba Fe K,2.889,2.202
Fe Hf K,3.027,2.733
Fe K Ta,2.798,2.375
Fe K W,3.08,2.686
Fe K Os,2.988,3.567
Fe Ir K,3.12,2.824
Fe K Pt,2.851,2.314
Au Fe K,2.836,2.09
Fe Hg K,2.855,3.154
Fe K Tl,2.937,3.212
Fe K Pb,2.897,2.058
Bi Fe K,2.992,2.069
Co K Ni,2.473,1.622
Co Cu K,2.583,1.601
Co K Zn,2.479,1.894
Co Ga K,2.532,2.435
Co K Rb,2.649,3.78
Co K Sr,2.713,2.675
Co K Y,2.579,2.006
Co K Zr,2.545,2.08
Co K Nb,2.69,2.496
Co K Mo,2.726,2.258
Ag Co K,2.848,2.292
Cd Co K,2.485,2.697
Co Cs K,2.799,3.167
Ba Co K,2.64,2.458
Co Hf K,2.786,2.974
Co K Ta,2.543,2.626
Co K W,2.842,2.929
Co K Os,2.745,3.788
Co Ir K,2.885,3.063
Co K Pt,2.599,2.566
Au Co K,2.584,2.349
Co Hg K,2.604,3.385
Co K Tl,2.691,3.441
Co K Pb,2.649,2.318
Bi Co K,2.749,2.329
Cu K Ni,2.535,1.397
K Ni Zn,2.43,1.697
Ga K Ni,2.483,2.25
K Ni Rb,2.602,3.62
K Ni Sr,2.666,2.496
K Ni Y,2.531,1.812
K Ni Zr,2.497,1.888
K Nb Ni,2.644,2.313
K Mo Ni,2.68,2.069
Ag K Ni,2.803,2.104
Cd K Ni,2.436,2.518
K Ni Sn,2.41,1.815
Cs K Ni,2.754,2.997
Ba K Ni,2.593,2.274
Hf K Ni,2.741,2.801
K Ni Ta,2.495,2.446
K Ni W,2.797,2.755
K Ni Os,2.699,3.629
Ir K Ni,2.84,2.891
K Ni Pt,2.552,2.385
Au K Ni,2.536,2.163
Hg K Ni,2.556,3.218
K Ni Tl,2.645,3.276
K Ni Pb,2.602,2.131
Bi K Ni,2.703,2.142
Cu K Zn,2.542,1.677
Cu Ga K,2.594,2.231
Cu K Rb,2.709,3.604
Cu K Sr,2.772,2.477
Cu K Y,2.64,1.792
Cu K Zr,2.607,1.868
Cu K Nb,2.75,2.294
Cu K Mo,2.785,2.05
Ag Cu K,2.905,2.085
Cd Cu K,2.548,2.5
Cu In K,2.541,2.086
Cs Cu K,2.857,2.979
Ba Cu K,2.701,2.255
Cu Hf K,2.844,2.783
Cu K Ta,2.605,2.427
Cu K W,2.9,2.737
Cu K Os,2.803,3.613
Cu Ir K,2.942,2.874
Cu K Pt,2.66,2.366
Au Cu K,2.645,2.143
Cu Hg K,2.665,3.201
Cu K Tl,2.751,3.259
Cu K Pb,2.709,2.112
Bi Cu K,2.807,2.123
Ga K Zn,2.49,2.503
K Rb Zn,2.608,3.839
K Sr Zn,2.672,2.742
K Y Zn,2.537,2.078
K Zn Zr,2.503,2.152
K Nb Zn,2.65,2.564
K Mo Zn,2.686,2.328
Ag K Zn,2.809,2.361
Cd K Zn,2.443,2.764
Cs K Zn,2.76,3.23
Ba K Zn,2.599,2.526
Hf K Zn,2.747,3.039
K Ta Zn,2.501,2.693
K W Zn,2.803,2.994
K Os Zn,2.704,3.848
Ir K Zn,2.846,3.127
K Pt Zn,2.558,2.634
Au K Zn,2.542,2.418
Hg K Zn,2.562,3.446
K Pb Zn,2.608,2.388
Ga K Rb,2.659,4.282
Ga K Sr,2.723,3.235
Ga K Y,2.59,2.607
Ga K Zr,2.555,2.677
Ga K Nb,2.7,3.066
Ga K Mo,2.736,2.843
Ag Ga K,2.857,2.874
Cd Ga K,2.496,3.256
Cs Ga K,2.809,3.699
Ba Ga K,2.651,3.03
Ga Hf K,2.796,3.517
Ga K Ta,2.554,3.189
Ga K W,2.852,3.474
Ga K Os,2.755,4.29
Ga Ir K,2.894,3.601
Ga K Pt,2.61,3.133
Ga K Tl,2.701,3.96
Ga K Pb,2.659,2.9
K Rb Sr,2.834,4.481
K Rb Y,2.705,3.93
K Rb Zr,2.671,3.991
K Nb Rb,2.813,4.332
K Mo Rb,2.847,4.136
Ag K Rb,2.965,4.164
Cd K Rb,2.614,4.5
In K Rb,2.607,4.165
K Rb Sn,2.589,3.933
Ba K Rb,2.764,4.301
Hf K Rb,2.906,4.732
K Rb Ta,2.67,4.441
K Rb W,2.96,4.694
K Os Rb,2.865,5.425
Ir K Rb,3.002,4.807
K Pt Rb,2.724,4.391
Au K Rb,2.709,4.211
Hg K Rb,2.729,5.079
K Rb Tl,2.813,5.128
K Pb Rb,2.772,4.186
Bi K Rb,2.869,4.194
K Sr Y,2.768,2.843
K Sr Zr,2.735,2.911
K Nb Sr,2.874,3.291
K Mo Sr,2.909,3.073
Ag K Sr,3.025,3.104
Cd K Sr,2.678,3.476
K Sn Sr,2.654,2.847
Cs K Sr,2.979,3.91
Ba K Sr,2.826,3.256
Hf K Sr,2.966,3.732
K Sr Ta,2.733,3.411
K Sr W,3.02,3.69
K Os Sr,2.926,4.489
Ir K Sr,3.061,3.814
K Pt Sr,2.787,3.356
Au K Sr,2.772,3.156
Hg K Sr,2.791,4.112
K Sr Tl,2.875,4.165
K Pb Sr,2.834,3.128
Bi K Sr,2.93,3.138
K Y Zr,2.602,2.26
K Nb Y,2.746,2.668
K Mo Y,2.781,2.434
Ag K Y,2.901,2.467
Cd K Y,2.544,2.865
In K Y,2.537,2.468
K Sn Y,2.518,2.191
Cs K Y,2.853,3.326
Ba K Y,2.696,2.63
Hf K Y,2.84,3.137
K Ta Y,2.601,2.796
K W Y,2.896,3.093
K Os Y,2.799,3.938
Ir K Y,2.938,3.225
K Pt Y,2.656,2.737
Au K Y,2.641,2.523
Hg K Y,2.66,3.541
K Tl Y,2.747,3.597
K Pb Y,2.705,2.493
Bi K Y,2.803,2.504
K Nb Zr,2.713,2.737
K Mo Zr,2.749,2.505
Ag K Zr,2.869,2.538
Cd K Zr,2.509,2.933
In K Zr,2.502,2.539
K Sn Zr,2.483,2.264
Cs K Zr,2.821,3.391
Ba K Zr,2.663,2.699
Hf K Zr,2.808,3.203
K Ta Zr,2.567,2.864
K W Zr,2.864,3.159
K Os Zr,2.767,3.999
Ir K Zr,2.906,3.29
K Pt Zr,2.623,2.805
Au K Zr,2.607,2.594
Hg K Zr,2.627,3.604
K Tl Zr,2.714,3.66
K Pb Zr,2.671,2.564
Bi K Zr,2.771,2.574
K Mo Nb,2.887,2.902
Ag K Nb,3.004,2.933
Cd K Nb,2.656,3.312
In K Nb,2.649,2.934
K Nb Sn,2.631,2.671
Cs K Nb,2.958,3.753
Ba K Nb,2.805,3.088
Hf K Nb,2.945,3.572
K Nb Ta,2.711,3.246
K Nb W,2.999,3.529
K Nb Os,2.905,4.341
Ir K Nb,3.04,3.656
K Nb Pt,2.765,3.19
Au K Nb,2.75,2.987
Hg K Nb,2.769,3.958
K Nb Tl,2.853,4.012
K Nb Pb,2.813,2.958
Bi K Nb,2.909,2.968
Ag K Mo,3.038,2.706
Cd K Mo,2.692,3.094
In K Mo,2.685,2.708
K Mo Sn,2.667,2.437
Cs K Mo,2.991,3.545
Ba K Mo,2.84,2.865
Hf K Mo,2.979,3.36
K Mo Ta,2.747,3.026
K Mo W,3.033,3.316
K Mo Os,2.939,4.144
Ir K Mo,3.073,3.446
K Mo Pt,2.801,2.969
Au K Mo,2.786,2.761
Hg K Mo,2.805,3.755
K Mo Tl,2.888,3.809
K Mo Pb,2.847,2.732
Bi K Mo,2.943,2.742
Ag Cd K,2.814,3.125
Ag K Sn,2.79,2.47
Ag Cs K,3.106,3.574
Ag Ba K,2.958,2.896
Ag Hf K,3.093,3.39
Ag K Ta,2.868,3.057
Ag K W,3.146,3.347
Ag K Os,3.055,4.172
Ag Ir K,3.185,3.475
Ag K Pt,2.92,3.0
Ag Au K,2.905,2.793
Ag Hg K,2.924,3.783
Ag K Tl,3.005,3.838
Ag K Pb,2.965,2.764
Cd In K,2.442,3.126
Cd Cs K,2.766,3.929
Ba Cd K,2.606,3.277
Cd Hf K,2.753,3.752
Cd K Ta,2.507,3.431
Cd K W,2.809,3.71
Cd K Os,2.711,4.508
Cd Ir K,2.852,3.834
Cd K Pt,2.564,3.376
Au Cd K,2.549,3.177
Cd Hg K,2.569,4.131
Bi Cd K,2.715,3.159
Cs In K,2.759,3.575
Ba In K,2.599,2.898
Hf In K,2.746,3.391
In K Ta,2.5,3.059
In K W,2.803,3.348
In K Os,2.704,4.173
In Ir K,2.845,3.476
In K Pt,2.557,3.001
In K Tl,2.65,3.839
Ba K Sn,2.58,2.633
Hf K Sn,2.728,3.14
K Sn Ta,2.482,2.799
K Sn W,2.785,3.096
K Os Sn,2.686,3.941
Ir K Sn,2.828,3.228
K Pt Sn,2.539,2.74
K Sn Tl,2.632,3.6
K Pb Sn,2.589,2.497
Ba Cs K,2.911,3.719
Cs Hf K,3.048,4.174
Cs K Ta,2.82,3.867
Cs K W,3.101,4.134
Cs K Os,3.009,4.902
Cs Ir K,3.141,4.253
Cs K Pt,2.872,3.815
Au Cs K,2.858,3.624
Cs Hg K,2.877,4.539
Cs K Tl,2.958,4.59
Bi Cs K,3.012,3.607
Ba Hf K,2.898,3.537
Ba K Ta,2.662,3.21
Ba K W,2.953,3.495
Ba K Os,2.857,4.309
Ba Ir K,2.994,3.622
Ba K Pt,2.716,3.154
Au Ba K,2.701,2.95
Ba Hg K,2.721,3.925
Ba K Tl,2.805,3.979
Ba K Pb,2.764,2.922
Hf K Ta,2.807,3.688
Hf K W,3.088,3.96
Hf K Os,2.996,4.74
Hf Ir K,3.129,4.081
Hf K Pt,2.859,3.635
Au Hf K,2.845,3.441
Hf Hg K,2.864,4.372
Hf K Tl,2.946,4.423
Hf K Pb,2.906,3.414
Bi Hf K,3.0,3.423
K Ta W,2.862,3.646
K Os Ta,2.765,4.449
Ir K Ta,2.905,3.771
K Pt Ta,2.621,3.311
Au K Ta,2.605,3.11
Hg K Ta,2.625,4.07
K Ta Tl,2.712,4.124
K Pb Ta,2.67,3.082
Bi K Ta,2.769,3.092
K Os W,3.05,4.702
Ir K W,3.181,4.04
K Pt W,2.915,3.592
Au K W,2.9,3.398
Hg K W,2.919,4.332
K Tl W,3.0,4.384
K Pb W,2.96,3.371
Bi K W,3.053,3.38
Ir K Os,3.09,4.815
K Os Pt,2.818,4.399
Au K Os,2.804,4.219
Hg K Os,2.823,5.087
K Os Tl,2.906,5.135
K Os Pb,2.865,4.194
Bi K Os,2.96,4.203
Ir K Pt,2.956,3.718
Au Ir K,2.942,3.526
Hg Ir K,2.96,4.449
Ir K Tl,3.041,4.5
Ir K Pb,3.002,3.499
Bi Ir K,3.094,3.508
Au K Pt,2.661,3.053
Hg K Pt,2.68,4.019
K Pt Tl,2.766,4.072
K Pb Pt,2.724,3.025
Bi K Pt,2.823,3.035
Au Hg K,2.665,3.832
Hg K Tl,2.77,4.78
Hg K Pb,2.729,3.806
Bi Hg K,2.827,3.815
K Pb Tl,2.813,3.861
Bi K Tl,2.91,3.87
Ca Sc Ti,1.83,2.527
Ca Sc V,1.63,3.475
Ca Cr Sc,1.776,2.551
Ca Mn Sc,1.709,2.512
Ca Fe Sc,1.922,2.112
Ca Co Sc,1.595,2.371
Ca Ni Sc,1.532,2.185
Ca Cu Sc,1.676,2.166
Ca Sc Zn,1.54,2.44
Ca Ga Sc,1.609,2.949
Ca Rb Sc,1.759,4.229
Ca Sc Sr,1.841,3.177
Ca Sc Y,1.67,2.545
Ca Sc Zr,1.626,2.615
Ca Nb Sc,1.812,3.007
Ca Mo Sc,1.858,2.782
Ag Ca Sc,2.01,2.814
Ca Cd Sc,1.548,3.197
Ca In Sc,1.539,2.815
Ca Sc Sn,1.514,2.548
Ca Cs Sc,1.95,3.644
Ba Ca Sc,1.749,2.971
Ca Hf Sc,1.933,3.46
Ca Sc Ta,1.623,3.131
Ca Sc W,2.003,3.417
Ca Os Sc,1.881,4.237
Ca Ir Sc,2.056,3.545
Ca Pt Sc,1.696,3.074
Au Ca Sc,1.676,2.868
Ca Hg Sc,1.702,3.851
Ca Sc Tl,1.813,3.906
Ca Pb Sc,1.759,2.839
Bi Ca Sc,1.886,2.849
Ca Ti V,1.757,3.0
Ca Cr Ti,1.898,2.023
Ca Mn Ti,1.833,1.982
Ca Fe Ti,2.039,1.556
Ca Co Ti,1.724,1.832
Ca Ni Ti,1.663,1.634
Ca Cu Ti,1.801,1.613
Ca Ti Zn,1.671,1.905
Ca Ga Ti,1.737,2.446
Ca Rb Ti,1.882,3.789
Ca Sr Ti,1.96,2.686
Ca Ti Y,1.796,2.017
Ca Ti Zr,1.753,2.092
Ca Nb Ti,1.933,2.507
Ca Mo Ti,1.977,2.269
Ag Ca Ti,2.123,2.303
Ca Cd Ti,1.679,2.708
Ca In Ti,1.67,2.304
Ca Sn Ti,1.646,2.021
Ca Cs Ti,2.065,3.177
Ba Ca Ti,1.872,2.469
Ca Hf Ti,2.049,2.985
Ca Ta Ti,1.751,2.637
Ca Ti W,2.117,2.939
Ca Os Ti,1.999,3.798
Ca Ir Ti,2.168,3.074
Ca Pt Ti,1.821,2.577
Au Ca Ti,1.802,2.36
Ca Hg Ti,1.826,3.394
Ca Ti Tl,1.934,3.451
Ca Pb Ti,1.882,2.33
Ca Cr V,1.702,3.023
Ca Mn V,1.633,2.986
Ca Fe V,1.851,2.608
Ca Co V,1.516,2.853
Ca Ni V,1.451,2.677
Ca Cu V,1.599,2.659
Ca V Zn,1.459,2.918
Ca Ga V,1.53,3.402
Ca Rb V,1.684,4.63
Ca Sr V,1.768,3.619
Ca V Y,1.593,3.018
Ca V Zr,1.548,3.084
Ca Nb V,1.739,3.458
Ca Mo V,1.785,3.243
Ag Ca V,1.94,3.274
Ca Cd V,1.468,3.639
Ca In V,1.459,3.275
Ca Sn V,1.433,3.021
Ca Cs V,1.879,4.067
Ba Ca V,1.674,3.423
Ca Hf V,1.862,3.891
Ca Ta V,1.545,3.575
Ca V W,1.934,3.85
Ca Os V,1.809,4.638
Ca Ir V,1.987,3.972
Ca Pt V,1.62,3.521
Au Ca V,1.599,3.325
Ca Hg V,1.626,4.266
Ca Tl V,1.74,4.318
Ca Pb V,1.684,3.298
Bi Ca V,1.814,3.307
Ca Cr Mn,1.779,2.008
Ca Cr Fe,1.988,1.583
Ca Co Cr,1.668,1.858
Ca Cr Ni,1.606,1.66
Ca Cr Cu,1.746,1.64
Ca Cr Zn,1.614,1.931
Ca Cr Ga,1.681,2.47
Ca Cr Rb,1.828,3.811
Ca Cr Sr,1.908,2.709
Ca Cr Y,1.741,2.043
Ca Cr Zr,1.698,2.117
Ca Cr Nb,1.88,2.531
Ca Cr Mo,1.925,2.294
Ag Ca Cr,2.074,2.327
Ca Cd Cr,1.622,2.731
Ca Cr In,1.613,2.329
Ca Cr Sn,1.589,2.046
Ca Cr Cs,2.015,3.199
Ba Ca Cr,1.818,2.493
Ca Cr Hf,1.999,3.008
Ca Cr Ta,1.695,2.661
Ca Cr W,2.067,2.962
Ca Cr Os,1.947,3.819
Ca Cr Ir,2.119,3.096
Ca Cr Pt,1.767,2.601
Au Ca Cr,1.747,2.385
Ca Cr Hg,1.772,3.416
Ca Cr Tl,1.881,3.473
Ca Cr Pb,1.828,2.354
Bi Ca Cr,1.952,2.365
Ca Fe Mn,1.925,1.539
Ca Co Mn,1.598,1.816
Ca Mn Ni,1.535,1.617
Ca Cu Mn,1.679,1.597
Ca Mn Zn,1.543,1.889
Ca Ga Mn,1.612,2.431
Ca Mn Rb,1.762,3.776
Ca Mn Sr,1.843,2.671
Ca Mn Y,1.673,2.002
Ca Mn Zr,1.629,2.076
Ca Mn Nb,1.815,2.492
Ca Mn Mo,1.861,2.254
Ag Ca Mn,2.012,2.287
Ca Cd Mn,1.551,2.693
Ca In Mn,1.542,2.289
Ca Cs Mn,1.952,3.163
Ba Ca Mn,1.752,2.454
Ca Hf Mn,1.936,2.971
Ca Mn Ta,1.627,2.623
Ca Mn W,2.006,2.925
Ca Mn Os,1.884,3.785
Ca Ir Mn,2.058,3.06
Ca Mn Pt,1.699,2.563
Au Ca Mn,1.679,2.345
Ca Hg Mn,1.705,3.381
Ca Mn Tl,1.816,3.438
Ca Co Fe,1.819,1.381
Ca Fe Ni,1.759,1.171
Ca Cu Fe,1.894,1.149
Ca Fe Zn,1.767,1.458
Ca Fe Ga,1.831,2.027
Ca Fe Rb,1.972,3.429
Ca Fe Sr,2.048,2.279
Ca Fe Y,1.888,1.577
Ca Fe Zr,1.847,1.655
Ca Fe Nb,2.022,2.092
Ca Fe Mo,2.065,1.842
Ag Ca Fe,2.208,1.877
Ca Cd Fe,1.775,2.302
Ca Fe In,1.766,1.879
Ca Fe Sn,1.743,1.58
Ca Cs Fe,2.151,2.792
Ba Ca Fe,1.962,2.052
Ca Fe Hf,2.135,2.592
Ca Fe Ta,1.845,2.228
Ca Fe W,2.202,2.545
Ca Fe Os,2.086,3.438
Ca Fe Ir,2.251,2.685
Ca Fe Pt,1.913,2.166
Au Ca Fe,1.894,1.938
Ca Fe Hg,1.918,3.019
Ca Fe Tl,2.023,3.078
Bi Ca Fe,2.091,1.917
Ca Co Ni,1.414,1.46
Ca Co Cu,1.564,1.439
Ca Co Zn,1.423,1.738
Ca Co Rb,1.65,3.653
Ca Co Sr,1.734,2.533
Ca Co Y,1.558,1.852
Ca Co Zr,1.512,1.928
Ca Co Nb,1.705,2.351
Ca Co Mo,1.752,2.109
Ag Ca Co,1.909,2.143
Ca Cd Co,1.431,2.555
Ca Co In,1.422,2.144
Ca Co Cs,1.847,3.032
Ba Ca Co,1.639,2.312
Ca Co Hf,1.83,2.837
Ca Co Ta,1.51,2.484
Ca Co W,1.902,2.791
Ca Co Os,1.776,3.662
Ca Co Ir,1.956,2.927
Ca Co Pt,1.585,2.423
Au Ca Co,1.564,2.201
Ca Co Hg,1.591,3.253
Ca Co Tl,1.706,3.311
Ca Co Pb,1.65,2.17
Bi Ca Co,1.781,2.181
Ca Ni Rb,1.588,3.492
Ca Ni Sr,1.674,2.351
Ca Ni Zr,1.447,1.732
Ca Nb Ni,1.644,2.165
Ca Mo Ni,1.692,1.917
Ag Ca Ni,1.851,1.952
Ca Cd Ni,1.364,2.373
Ca Cs Ni,1.788,2.859
Ba Ca Ni,1.577,2.125
Ca Hf Ni,1.771,2.661
Ca Ni Ta,1.444,2.3
Ca Ni W,1.844,2.614
Ca Ni Os,1.716,3.501
Ca Ir Ni,1.899,2.753
Ca Ni Pt,1.521,2.238
Au Ca Ni,1.5,2.012
Ca Hg Ni,1.527,3.084
Ca Ni Tl,1.645,3.143
Ca Ni Pb,1.588,1.98
Bi Ca Ni,1.721,1.991
Ca Cu Rb,1.729,3.475
Ca Cu Sr,1.811,2.332
Ca Cu Y,1.639,1.634
Ca Cu Zr,1.594,1.712
Ca Cu Nb,1.783,2.145
Ca Cu Mo,1.829,1.897
Ca Cs Cu,1.921,2.842
Ba Ca Cu,1.719,2.105
Ca Cu Hf,1.905,2.642
Ca Cu Ta,1.592,2.281
Ca Cu W,1.975,2.595
Ca Cu Os,1.852,3.484
Ca Cu Ir,2.028,2.735
Ca Cu Pt,1.666,2.219
Au Ca Cu,1.645,1.992
Ca Cu Tl,1.784,3.126
Ca Rb Zn,1.596,3.714
Ca Y Zn,1.502,1.925
Ca Zn Zr,1.455,2.001
Ca Nb Zn,1.652,2.42
Ca Mo Zn,1.7,2.18
Ca In Zn,1.363,2.215
Ca Cs Zn,1.796,3.096
Ba Ca Zn,1.585,2.381
Ca Hf Zn,1.779,2.902
Ca Ta Zn,1.453,2.552
Ca W Zn,1.852,2.857
Ca Os Zn,1.724,3.722
Ca Ir Zn,1.907,2.992
Ca Tl Zn,1.653,3.373
Ca Ga Rb,1.664,4.161
Ca Ga Sr,1.748,3.101
Ca Ga Y,1.572,2.464
Ca Ga Zr,1.526,2.535
Ca Ga Nb,1.718,2.93
Ca Ga Mo,1.765,2.703
Ca Cs Ga,1.86,3.572
Ba Ca Ga,1.653,2.894
Ca Ga Hf,1.843,3.387
Ca Ga Ta,1.524,3.055
Ca Ga W,1.914,3.344
Ca Ga Os,1.789,4.169
Ca Ga Hg,1.605,3.781
Ca Ga Tl,1.72,3.835
Bi Ca Ga,1.794,2.771
Ca Rb Sr,1.892,4.363
Ca Rb Y,1.724,3.806
Ca Rb Zr,1.68,3.867
Ca Nb Rb,1.864,4.213
Ca Mo Rb,1.909,4.014
Ag Ca Rb,2.058,4.042
Ca Cd Rb,1.604,4.382
Ca In Rb,1.595,4.043
Ca Rb Sn,1.571,3.808
Ca Cs Rb,1.999,4.78
Ba Ca Rb,1.801,4.18
Ca Hf Rb,1.983,4.616
Ca Rb Ta,1.678,4.322
Ca Rb W,2.052,4.578
Ca Os Rb,1.931,5.317
Ca Ir Rb,2.104,4.692
Ca Pt Rb,1.75,4.272
Au Ca Rb,1.73,4.09
Ca Hg Rb,1.755,4.967
Ca Rb Tl,1.865,5.016
Ca Pb Rb,1.812,4.064
Bi Ca Rb,1.936,4.073
Ca Sr Y,1.806,2.704
Ca Sr Zr,1.764,2.773
Ca Nb Sr,1.943,3.158
Ca Mo Sr,1.986,2.937
Ca Cd Sr,1.69,3.346
Ca In Sr,1.681,2.97
Ca Cs Sr,2.075,3.785
Ba Ca Sr,1.882,3.122
Ca Hf Sr,2.059,3.605
Ca Sr Ta,1.762,3.28
Ca Sr W,2.126,3.562
Ca Os Sr,2.009,4.371
Ca Ir Sr,2.177,3.688
Ca Pt Sr,1.831,3.224
Au Ca Sr,1.812,3.022
Ca Hg Sr,1.837,3.99
Ca Sr Tl,1.944,4.044
Bi Ca Sr,2.014,3.003
Ca Y Zr,1.589,2.111
Ca Nb Y,1.778,2.525
Ca Mo Y,1.824,2.288
Ag Ca Y,1.977,2.322
Ca Cd Y,1.51,2.726
Ca In Y,1.501,2.323
Ca Sn Y,1.476,2.04
Ca Cs Y,1.916,3.194
Ba Ca Y,1.713,2.487
Ca Hf Y,1.9,3.002
Ca Ta Y,1.587,2.655
Ca W Y,1.97,2.957
Ca Os Y,1.847,3.814
Ca Ir Y,2.023,3.091
Ca Pt Y,1.66,2.596
Au Ca Y,1.64,2.379
Ca Hg Y,1.666,3.411
Ca Tl Y,1.779,3.468
Ca Pb Y,1.724,2.348
Ca Nb Zr,1.735,2.596
Ca Mo Zr,1.781,2.36
Ag Ca Zr,1.937,2.394
Ca Cd Zr,1.464,2.795
Ca In Zr,1.454,2.395
Ca Sn Zr,1.429,2.115
Ca Cs Zr,1.875,3.259
Ba Ca Zr,1.67,2.558
Ca Hf Zr,1.858,3.069
Ca Ta Zr,1.541,2.725
Ca W Zr,1.93,3.024
Ca Os Zr,1.805,3.876
Ca Ir Zr,1.984,3.157
Ca Pt Zr,1.616,2.665
Au Ca Zr,1.595,2.45
Ca Hg Zr,1.622,3.475
Ca Tl Zr,1.736,3.532
Ca Pb Zr,1.68,2.42
Bi Ca Zr,1.81,2.431
Ca Mo Nb,1.959,2.763
Ag Ca Nb,2.107,2.795
Ca Cd Nb,1.66,3.179
Ca In Nb,1.651,2.796
Ca Nb Sn,1.627,2.529
Ca Cs Nb,2.048,3.626
Ba Ca Nb,1.854,2.952
Ca Hf Nb,2.032,3.443
Ca Nb Ta,1.732,3.112
Ca Nb W,2.1,3.4
Ca Nb Os,1.982,4.221
Ca Ir Nb,2.152,3.528
Ca Nb Pt,1.803,3.055
Au Ca Nb,1.783,2.849
Ca Hg Nb,1.808,3.834
Ca Nb Tl,1.916,3.888
Ca Nb Pb,1.864,2.82
Bi Ca Nb,1.987,2.83
Ag Ca Mo,2.149,2.565
Ca Cd Mo,1.708,2.958
Ca In Mo,1.699,2.566
Ca Mo Sn,1.675,2.291
Ca Cs Mo,2.091,3.415
Ba Ca Mo,1.899,2.726
Ca Hf Mo,2.075,3.228
Ca Mo Ta,1.779,2.89
Ca Mo W,2.142,3.184
Ca Mo Os,2.025,4.022
Ca Ir Mo,2.193,3.315
Ca Mo Pt,1.848,2.831
Au Ca Mo,1.829,2.62
Ca Hg Mo,1.854,3.628
Ca Mo Tl,1.96,3.683
Ca Mo Pb,1.909,2.591
Bi Ca Mo,2.03,2.601
Ag Ca Sn,1.835,2.325
Ag Ca Cs,2.233,3.445
Ag Ba Ca,2.049,2.758
Ag Ca Hf,2.218,3.258
Ag Ca Ta,1.934,2.921
Ag Ca W,2.283,3.214
Ag Ca Os,2.17,4.05
Ag Ca Ir,2.331,3.345
Ag Au Ca,1.982,2.653
Ag Ca Tl,2.108,3.712
Ag Ca Pb,2.058,2.623
Ca Cd In,1.372,2.991
Ca Cd Cs,1.803,3.805
Ba Ca Cd,1.593,3.143
Ca Cd Hf,1.786,3.625
Ca Cd Ta,1.461,3.3
Ca Cd W,1.859,3.582
Ca Cd Os,1.732,4.39
Ca Cd Ir,1.914,3.708
Ca In Sn,1.336,2.326
Ca Cs In,1.795,3.446
Ba Ca In,1.584,2.759
Ca Hf In,1.778,3.26
Ca In Ta,1.452,2.922
Ca In W,1.851,3.216
Ca In Os,1.723,4.051
Ca In Pb,1.595,2.625
Ca Cs Sn,1.772,3.197
Ca Hf Sn,1.755,3.005
Ca Sn Ta,1.426,2.659
Ca Sn W,1.828,2.96
Ca Os Sn,1.699,3.817
Ca Sn Tl,1.628,3.471
Ca Pb Sn,1.571,2.352
Bi Ca Sn,1.705,2.362
Ba Ca Cs,1.989,3.592
Ca Cs Hf,2.161,4.052
Ca Cs Ta,1.873,3.742
Ca Cs W,2.227,4.012
Ca Cs Os,2.112,4.788
Ca Cs Ir,2.276,4.132
Ca Cs Pt,1.94,3.689
